TaskID,Estimate_label
3MQKOF1EE3RHW2RZ6PMV7J80U8LDW5,neutral
3MQY1YVHS4N25PV8E96IOM4BNGE2B5,happy
3MXX6RQ9EW8ECXB51S77CL6YOYP4PO,surprise
3MYASTQBG8ECC5VDUGNPFUQE673QDD,sad
3MYASTQBG8ECC5VDUGNPFUQE674DQ1,happy
3N2YPY1GI7199J5UCASJRZ77NBJVE5,disgust
3N3WJQXELTTEIYHK5MVC2P0GZAS2LS,surprise
3N7PQ0KLI6SPXA3BS0MD84FOWRR3EH,sad
3N7PQ0KLI6SPXA3BS0MD84FOWRRE3S,happy
3NBFJK3IOILC3DSOHTWTWAYB4Y1OGD,neutral
3NBFJK3IOILC3DSOHTWTWAYB4Y2GO6,neutral
3NC6WP7WJING58RQNKRLZ7XL1OQWWW,angry
3NCN4N1H1HKYUBK10S42GA79YB5BN5,fear
3NFWQRSHVFHIX0FVIQD39GPXCXBGFK,neutral
3NI0WFPPIAJP33BZ3VLWUIP4CHJ06Y,surprise
3NI0WFPPIAJP33BZ3VLWUIP4CHJ604,sad
3NKW03WTLNABLBV4BBSF7IFZDN9QWM,neutral
3NKW03WTLNABLBV4BBSF7IFZDN9WQS,happy
3NOEP8XAU555AZZFL39C9W3WHTTXPV,neutral
3NQUW096N7BPII2JQVARCC8U5G29LR,angry
3NSCTNUR20QPLC93QE8KRINHP8K5AE,sad
3NSM4HLQNSX61EZIZ2T9FTXDPMSQQI,angry
3NZ1E5QA604U4MEVWS8GMT7N7Q55B9,neutral
3NZ1E5QA604U4MEVWS8GMT7N7Q5B5F,surprise
3O0M2G5VC75TKAVYK3BAQV6JJU749T,happy
3O0M2G5VC75TKAVYK3BAQV6JJU794Y,angry
3O4VWC1GEX9X8QP361X45KSG1ZN3J2,neutral
3OCZWXS7ZPA6HV07N5XA0W3SJKJ5LW,fear
3ODOP6T3ATNIKQAZZUWVG8Y5DOX24Z,sad
3ODOP6T3ATNIKQAZZUWVG8Y5DOX421,disgust
3OEWW2KGQKE9RTIXF3VLQPVER6LOD3,happy
3OEWW2KGQKE9RTIXF3VLQPVER6MDOT,angry
3OID399FXHAFLG54G0CV3VM0Z5UDF6,neutral
3OLZC0DJ8KILPO7G8TIACE5ZF4QVIE,sad
3OND0WXMHXI4RIAA7LBFCYGYFW9EHZ,angry
3OPLMF3EU6QA7K6DR5TWUD3EA5ILN1,happy
3OQQD2WO8J91DF5XOJC4TJDGOKY3IQ,fear
3OWZNK3RYMSH1O4EE0NDTCWZC1KU2D,happy
3OWZNK3RYMSH1O4EE0NDTCWZC1L2UM,neutral
3OYHVNTV5U1H5ZO77KH8U2Q4BFIOKG,neutral
3OZ4VAIBEYIHKZRMQB3AOFKZSJFVJQ,angry
3P0I4CQYVZA80ZIOWY0BIDKZYMRWOK,sad
3P458N04Q2K9ISY9J5Y0DJV36J22XE,happy
3P4C70TRMSK4XSPR41G14TUH9TWLGT,neutral
3P4C70TRMSK4XSPR41G14TUH9TXGLP,happy
3P4ZBJFX2W6EUM5VXVHLVJBL6L0WFY,happy
3P520RYKCI990LN1WJPBRJZBWBC5UQ,sad
3P7QK0GJ3UOYNNYOKNMLA4BEEJ02ZB,sad
3P7QK0GJ3UOYNNYOKNMLA4BEEJZZ27,neutral
3P888QFVX4X3G2M2KP15QO2DALAQOA,happy
3PCPFX4U41T9AP99LMIF3UTZIKJQFO,fear
3PEG1BH7AFUXM5ZY3FCMOIQ54G0BK0,sad
3PGQRAZX03NRNW5HIGZ8NFFG6JUSYC,sad
3PIOQ99R7ZPDQAT70JLXL0ZXNWBNUX,neutral
3PKJ68EHDOZC2YW2LMM69ETQK45JHP,disgust
3PKVGQTFIINFMH543RZ3X5AKKHBYRU,surprise
3PMR2DOWOP4AJNTMHDYTEF1HXYO452,angry
3PUOXASB5869N7JN5W10KRJSKP9Z9Z,surprise
3PUV2Q8SV57P8ZTOBYQZK5VFK73BDN,happy
3PZDSVZ3J6KE9CZSLDUF8W13OJO4NS,angry
3Q2T3FD0OOBN9YVO9YAWLCKX5TI3M6,happy
3Q7TKIAPOUD1L8F02BFTY8RKW1HDLC,surprise
3Q9SPIIRWKPJYVONMFVTHI0U95NWAL,disgust
3Q9SPIIRWKPJYVONMFVTHI0U95OAW0,angry
3QD8LUVX4Y11HPHW1O0YBQYFQTT5XI,sad
3QE4DGPGBSE8ZKI6Y9HKICS6N724GK,sad
3QGHA0EA0K3OH5TFSTVPCTK0RN8WBG,neutral
3QGTX7BCHQ5QMKHB26OJ8BEQYTQZ58,disgust
3QGTX7BCHQ5QMKHB26OJ8BEQYTR5ZF,happy
3QHITW7OYPCEEYS1A6WNPTI8L46QAB,sad
3QI9WAYOGREP4CVBCX4G4OVN7926SR,disgust
3QMELQS6Y6ED3XVYX84BEEQRL7IR6N,disgust
3QMELQS6Y6ED3XVYX84BEEQRL7J6R3,surprise
3QO7EE372PQJX8XTGKWJK42E3MRQB6,surprise
3QO7EE372PQJX8XTGKWJK42E3MSBQS,neutral
3QQUBC64ZFH57EN25OWK57Y1HESNXP,happy
3QQUBC64ZFH57EN25OWK57Y1HESXNZ,angry
3QREJ3J43409ZELAUS1G2LMAGADLKW,angry
3QTFNPMJC7LUC9NH66K52SECPEQNZM,sad
3QX22DUVOPK7L7X7T8G247CGWDAVMU,happy
3QXFBUZ4ZLJ7GICLDF82VGQ0MKQGUJ,fear
3R0WOCG21NC44Y2UBP7UPVN39SADU6,fear
3R15W654VEWVAHJ57XLDY7YJFG5LQO,surprise
3R15W654VEWVAHJ57XLDY7YJFG5QLT,neutral
3R16PJFTS4UD16EPO02ZG4KZUOJ4KN,sad
3R4QIDVOJQFS78J8HK39RVJLNGHEEJ,happy
3R5LWXWHR1BZXM6GIKJPFNP4G26XGR,angry
3R5LWXWHR1BZXM6GIKJPFNP4G27GXB,angry
3R5OYNIC2DCYTIQVGT8FKTIQ4X5TP8,happy
3R6RZGK0XGF7FOMLCB4DY2ZN5NOVYK,fear
3R6RZGK0XGF7FOMLCB4DY2ZN5NOYVN,happy
3R868ACW4TFO2H6VJ27AC85FO24ZGQ,sad
3RBI0I35XF6N3FK2S1Y7F774E3VY3Q,sad
3RBI0I35XF6N3FK2S1Y7F774E3W3YW,happy
3RDTX9JRTZ4Q3XDHM19HT7QTAWX79G,surprise
3RDTX9JRTZ4Q3XDHM19HT7QTAWX97I,angry
3RHLQY6EDU75N08FWJGCCRP9AFM4DA,disgust
3RQVKZ7ZRLMF3DSI1SU2JKIF4QN27J,neutral
3RQVKZ7ZRLMF3DSI1SU2JKIF4QN72O,angry
3RSBJ6YZEDT6PDWT69QBEPYZ3J1OFE,disgust
3RTFSSG7T990UEFRJ6KJQWG53HMWL3,neutral
3RWB1RTQDKQFVYY7DVXKTXM3QKL8PZ,sad
3RWO3EJELICXKYEMEAO5ENZVCEF1P8,neutral
3S1WOPCJFHW0IO50VLE0OBWDSODEJ4,happy
3S1WOPCJFHW0IO50VLE0OBWDSODJE9,happy
3S37Y8CWI934W686DEL24FEUHVRW4A,sad
3S4TINXCC1QGCWKD174FVZ7EOL9OBW,fear
3S4TINXCC1QGCWKD174FVZ7EOLABOK,sad
3S829FDFT34WL2WPGUIH92M73AQXDH,surprise
3S829FDFT34WL2WPGUIH92M73ARDXY,fear
3S8A4GJRD465W4CF6S9LFBFU6DW6VW,surprise
3S8APUMBJYMM6J7K24LP85Y0WKJBFY,neutral
3SA4EMRVJW5XD9T4IRK50IGL7M90P4,angry
3SBNLSTU6V8LQXW4HC626N2IBAOZDG,disgust
3SBNLSTU6V8LQXW4HC626N2IBAPDZV,surprise
3SBX2M1TKEQZC9CK15MWCQW8TUB4QF,sad
3SD15I2WD3XLKVAWMI3FWGNBFT336W,neutral
3SD15I2WD3XLKVAWMI3FWGNBFT363Z,surprise
3SMIWMMK6283D42LSKCKHJCOG8FWUX,fear
3SNR5F7R93W4NDLUD3T0CAHDF9OEIS,sad
3SR6AEG6W6W2XNR17MN9J18EX8DYHX,sad
3SSN80MU8DR4Z82Z8B44DFHXNJNXKU,sad
3SU800BH87VYT76ZGBDEPUU2S7YQUN,angry
3SV8KD29L5VT432E9TSPA0X8VJLZKT,neutral
3SX4X51T81CBTMFLVT4J0ON863OOA1,angry
3SZYX62S5H372AB5JBW0HRLRO0E75P,disgust
3T2EL38U0NNQAB0ULGO191T6MPFQXF,surprise
3T2EL38U0NNQAB0ULGO191T6MPFXQM,happy
3T2HW4QDUWAWFE8DDIHS9TI7B7O9CB,happy
3T5ZXGO9DFRFF609MYCM6M9HUPDQZC,surprise
3T8DUCXY0O9D1VAOZ4CIY3IBZTNT9D,happy
3TC2K6WK9H5J3RX1BXM8XKEAFAT286,sad
3TC2K6WK9H5J3RX1BXM8XKEAFAT82C,sad
3TCFMTM8HFR1SRDGCCDTIAR214N12L,disgust
3TCFMTM8HFR1SRDGCCDTIAR214N21M,neutral
3TD33TP5DM5RASQCROZXU4N9Z46BAL,happy
3TFJJUELSISLFUNES92DZ6AT51E2CC,happy
3THR0FZ95QWSP56PSKT9923J0FNLOG,disgust
3TKSOBLOHMJWT2V4X2ZTPF7FHMRBBG,neutral
3TKXBROM5UDCYT7MR44R9QU5KHKJII,fear
3TL87MO8CNSYJSTWTHAJM8U58EWLFU,sad
3TLFH2L6YAR21BPPEVX3OGAXTNDT2L,angry
3TLFH2L6YAR21BPPEVX3OGAXTNE2TV,surprise
3TRB893CSKD5I70P07FRLOCGE9S7G7,angry
3TTPFEFXCUN0E3HV13SH0AOLYYL6H6,neutral
3TUOHPJXYI0VU8WGXPN71QBSAQWXWQ,angry
3TZ0XG8CBVNU3BI0W61N77MOLG3894,neutral
3TZ0XG8CBVNU3BI0W61N77MOLG3985,neutral
3TZDZ3Y0JT9CSBYFXLS8SXZG7AX19D,disgust
3TZDZ3Y0JT9CSBYFXLS8SXZG7AX91L,surprise
3U74KRR67NOYQXEI0EVNG4DV4I4NT6,sad
3U74KRR67NOYQXEI0EVNG4DV4I4TNC,neutral
3UDTAB6HH72CLMDX12O8ESG62IR099,happy
3UDTAB6HH72CLMDX12O8ESG62IR90I,happy
3UL5XDRDNDMB2OGOTGO6VRHMZKK85D,fear
3ULIZ0H1VB8TROW3UVFRGHUELEE15M,happy
3UOMW19E6E9DER61AS4BXDD5PB55CG,neutral
3UQVX1UPFTK1L2SYGT9T458SWCH20J,surprise
3URJ6VVYUQQWRXZ4MSUSNL18ETSO4Q,neutral
3URJ6VVYUQQWRXZ4MSUSNL18ETT4O7,happy
3UUIU9GZC68U088CWEZ1MND9DX4T5M,fear
3UUIU9GZC68U088CWEZ1MND9DX55TZ,sad
3UUSLRKAUM626NQYYHEJF39J1HC7DX,sad
3UV0D2KX1NM2LKMBNPB20RSUMS24FL,happy
3UXQ63NLABP86BHGOFON3I3KTG5BL3,happy
3UY4PIS8QSOXHD29YVBDAYU0CZE1NC,neutral
3UYRNV2KIU2FSDMUXGKSP8H8Q5K8N3,happy
3UZUVSO3P8YQJWBLYIRS43OUWI8EM8,happy
3V0TR1NRVB57PT53C9PAMQH3PCP4A8,fear
3V7ICJJAZBJC83AVINP6H1197UA4B3,neutral
3V7ICJJAZBJC83AVINP6H1197UAB4A,surprise
3V8JSVE8YZTQDD0ZHLF3YYB15SLYEH,fear
3VADEH0UHD0XEIDGRT3PAOM42ERSPI,happy
3VAOOVPI30VKJK3SFSDHHLZP5AILLZ,neutral
3VCK0Q0PO6HXAOHR2C7DWTBQ7780N8,disgust
3VDI8GSXAGW9IL58AC7XZO8BPTY8GV,happy
3VDVA3ILIEIR7LLNBRYIKEL3BNS1G4,surprise
3VGET1QSZ121FTQPFCJ97RY48XHW7U,surprise
3VI0PC2ZAZNNPZNE63WXKWY67OXXOE,disgust
3VJ4PFXFJ4A66RZIRFGSZUFXOPDAU1,fear
3VMHWJRYHWJTJMAL70D7X2PSFN6XFS,happy
3VMV5CHJZ9ISG5XWDAISQK4Y36ITG4,neutral
3VMV5CHJZ9ISG5XWDAISQK4Y36JGTS,disgust
3VO4XFFP16PWVWU333K3F2GIKW0Q7K,sad
3VP28W7DUONIOHA08I1SUN53NN4ZFR,disgust
3VW0145YLZFYUCXDCJ2J1J1M1Q4JMY,neutral
3VZYA8PITP1TKZBLYCBR2CB4GM805I,fear
3W0KKJIARSCEK71R03SCXG04WAF8KY,neutral
3W0XM68YZQYW97H61IJXI6DWI491K7,sad
3W1K7D6QSCKSB0YK3GFWBXEI8PCZB9,happy
3W5PY7V3UQAYOTMRVMQUVEOTA0HYJ2,happy
3W9XHF7WGLYXIRTF3137OCWRANZTK7,fear
3WA2XVDZENKOUTQTB2KBF7R86IT6EQ,disgust
3WA2XVDZENKOUTQTB2KBF7R86ITE6Y,neutral
3WGCNLZJKGBOV1BW91XAETI6YVC1DU,sad
3WGZLY9VCIP661VH8M6PT35EC1I8DL,sad
3WKGUBL7S0POLCW790E0V4XEJOO4LQ,happy
3WPCIUYH1BBP4LN5BKHKKZ11QE2TDU,disgust
3WPCIUYH1BBP4LN5BKHKKZ11QE3DTF,disgust
3WRAAIUSBK2YNVTDWKRFJ1E1I7UAXT,neutral
3WRBLBQ2GSBR0W05F8UI692T6VM0G0,happy
3WRKFXQBOCA2TI2LD45UJD9TXLSYIQ,happy
3WUVMVA7OC6NSQTSX2F0GMUCQ7RZAE,angry
3WUVMVA7OC6NSQTSX2F0GMUCQ7SAZQ,sad
3WYZV0QBFKG365Y52YRBECY70PEXBA,happy
3X0EMNLXEQSD6AUKLO8ULB6B1ILVPQ,neutral
3X2LT8FDHXL5F7V8PHBFLRUZJHNW8H,surprise
3X2LT8FDHXL5F7V8PHBFLRUZJHO8WU,neutral
3X2YVV51PV7N47BNQW206H7R5BHW1X,fear
3X2YVV51PV7N47BNQW206H7R5BI1W3,fear
3X4Q1O9UBIPTAKHNOQSZQXLI5VIO7A,happy
3X52SWXE0Y87RALL6TRKNDQI988WCN,fear
3X55NP42EPJTU1S11E2O2GESAYT3P2,happy
3X7837UUAE1W59CLP3V2CN40BQPJ6O,disgust
3X878VYTIFLZ474UPN9933C4DUS7F8,angry
3XABXM4AJ280VAZMD8C9T2CDVG6Q87,sad
3XABXM4AJ280VAZMD8C9T2CDVG78QQ,surprise
3XAOZ9UYR0UIKAF1EN3UESP5HA11QZ,fear
3XBXDSS889MFJEKHTBG5SFUCCJSXLX,surprise
3XBYQ44Z6Q7ODRNWSFMACNQMXU8TW3,sad
3XBYQ44Z6Q7ODRNWSFMACNQMXU8WT6,sad
3XDJY5RK5TOR42J1IE61MRTXWFGU49,surprise
3XDSWAMB23V27DPZUKSEVO8WL7RQCD,disgust
3XEDXEGFX4RW2IWO5ZFX41UMDC30K3,surprise
3XEIP58NL1Q4O9KWUT4QP0ANKJQZLW,sad
3XH7ZM9YX3X0LGXWVF7NYOHTB8QR9Y,fear
3XJOUITW8VUJTURAG6N4KY809TRQTW,fear
3XJOUITW8VUJTURAG6N4KY809TRTQZ,neutral
3XQ4XW3ODAF1MBCAPVSDEBEBR402S6,fear
3XT3KXP24010AYSF7LA20MP0YB06IZ,neutral
3XU80RHWH0JSN4PM38FJ9NV3X2T44X,happy
3XU9MCX6VPFPLWCXA6S8O19F52GR26,disgust
3XU9MCX6VPFPLWCXA6S8O19F52H2RI,sad
3XUSYT70IU4OOCQEDITA0OZWT360DQ,happy
3Y3CZJSZ9LWHKTVKSPU6M8CRPC7R57,fear
3Y3CZJSZ9LWHKTVKSPU6M8CRPC85RM,sad
3Y3N5A7N4HCOP1SCYJ3MB6GAEUCYM6,happy
3Y40HMYLL2LI247B2P86J2QVPALXUR,fear
3YCT0L9OMNCXBX13BEQX6ZH92ZQNSH,neutral
3YCT0L9OMNCXBX13BEQX6ZH92ZQSNM,happy
3YGE63DIN90NXIQ5UDY0SCOH0JBW0U,sad
3YGE63DIN90NXIQ5UDY0SCOH0JC0WZ,happy
3YGYP13642CLAI1QWPQSGPCDGX7NRT,fear
3YKP7CX6G3I9RQSEKLNDKDLJYW07BQ,neutral
3YKP7CX6G3I9RQSEKLNDKDLJYW0B7U,happy
3YO4AH2FPENIDLUJI4ZU0N6VCIV0QV,angry
3YOAVL4CA1K8Q1DBO1593J8CYXVZ43,sad
3YZ7A3YHR6WTL8VX7EUBCIHNBER5SA,fear
3Z33IC0JC1PSENED4ZCXZL6WWE3V9V,sad
3Z3R5YC0P4QM25112QCA8Z4M2RITF5,angry
3Z56AA6EK53M6HI6S08USFWHFKK6MF,sad
3Z8UJEJOC0G82ECUKP6RGQED5UB397,neutral
3Z8UJEJOC0G82ECUKP6RGQED5UB93D,fear
3ZC62PVYDIDAJ8167UJT39PZJS2XXJ,surprise
3ZCC2DXSD87OJIHQHMRX513HN4QYYW,fear
3ZFRE2BDQAHZO31L8C7E0U5ARS0XZG,neutral
3ZG552ORAN7HE3TEJQXIPYYIQ8U2VB,happy
3ZICQFRS32LOTY109UVZXFLLZSYZZF,neutral
3ZLW647WAMYX2URVZGRC636ZZO123E,happy
3ZLW647WAMYX2URVZGRC636ZZO132F,disgust
3ZQA3IO31CUFZY2LZABQPNU529IO1D,sad
3ZQA3IO31CUFZY2LZABQPNU529J1OR,fear
3ZQX1VYFTE8XAYM6YVK54XHDGFOO8X,happy
3ZQX1VYFTE8XAYM6YVK54XHDGFP8OI,happy
3ZRKL6Z1E96R15KHOAD2GF8C1N5GS3,angry
3ZTE0JGGCFVZM1CJF70A6JDW669OC3,happy
3ZUE82NE0B434L9DZS1FH38ZOEY8FW,surprise
3ZURAPD289QLTLPS07S02TLRA8S1F5,sad
3ZVPAMTJWO6F0QK49LDXQ53GFLMGRF,happy
3ZZAYRN1I7UG8IEU1TV0VTD0US9TOR,sad
