HITId	WorkerId	Answer.category.label
3VCK0Q0PO6HXAOHR2C7DWTBQ7LNN02	A4Y8HWKCF1U6G	sad
3G5RUKN2ED6F6I5428Q6P4CJAPI9N1	A39HQTITNY9TVJ	sad
3G5RUKN2ED6F6I5428Q6P4CJAPI9N1	A2QCMRCU1HVE7P	happy
3G5RUKN2ED6F6I5428Q6P4CJAPI9N1	A24A69YAB0UI36	neutral
3OLZC0DJ8KILPO7G8TIACE5ZFI6VIM	A1T02KY1E9YI3I	fear
3OLZC0DJ8KILPO7G8TIACE5ZFI6VIM	AYY9WMJIAPYQT	sad
3OLZC0DJ8KILPO7G8TIACE5ZFI6VIM	AXVEBBS48RC53	sad
311HQEI8RTJ59OVUQZ3G6VSMPD1Z7V	A1O4W7F05T6HY0	neutral
311HQEI8RTJ59OVUQZ3G6VSMPD1Z7V	A323JR6EQT5Q71	neutral
311HQEI8RTJ59OVUQZ3G6VSMPD1Z7V	AA7BTDZQNHW5	happy
31ODACBENVIIEUEVR6IEATCE7OTSQH	A30VOAZX8XTNGW	neutral
31ODACBENVIIEUEVR6IEATCE7OTSQH	A2QCMRCU1HVE7P	neutral
31ODACBENVIIEUEVR6IEATCE7OTSQH	A16GH5GPKBX5GA	neutral
307FVKVSYSIP6R7556DQCZFDOIZ74S	A2RV6QX6SN4YIC	happy
307FVKVSYSIP6R7556DQCZFDOIZ74S	A30ENTLELXJH32	happy
307FVKVSYSIP6R7556DQCZFDOIZ74S	A16GH5GPKBX5GA	fear
3VADEH0UHD0XEIDGRT3PAOM42S7SPQ	A39HQTITNY9TVJ	sad
3VADEH0UHD0XEIDGRT3PAOM42S7SPQ	A2LJUWMRB0FGWS	sad
3VADEH0UHD0XEIDGRT3PAOM42S7SPQ	APEB5ERGCYP6D	neutral
3538U0YQ1GXH3O37NB6JQM0O86MF3J	AJ43O59MBI55L	sad
3538U0YQ1GXH3O37NB6JQM0O86MF3J	A2LHJN7Y7A7J2F	sad
3538U0YQ1GXH3O37NB6JQM0O86MF3J	A1T02KY1E9YI3I	sad
3H1C3QRA02MDAAZULTXE17JI2IKCEW	A3T5UAYFKJBVTA	surprise
3H1C3QRA02MDAAZULTXE17JI2IKCEW	AXQWKUJF7SQXP	surprise
3H1C3QRA02MDAAZULTXE17JI2IKCEW	A2RGDYBSWA09Q	surprise
3L2OEKSTWAD94CQ84IT36OFFU33Y8Q	A17LA7KM9S0SCS	surprise
3L2OEKSTWAD94CQ84IT36OFFU33Y8Q	A2RV6QX6SN4YIC	surprise
3L2OEKSTWAD94CQ84IT36OFFU33Y8Q	A1JVUD5XUB9H48	happy
3HUR21WDDVSZJDRGCQ5VMNW8LCCYXY	A16GH5GPKBX5GA	neutral
3HUR21WDDVSZJDRGCQ5VMNW8LCCYXY	A30VOAZX8XTNGW	fear
3HUR21WDDVSZJDRGCQ5VMNW8LCCYXY	AXQWKUJF7SQXP	surprise
3MNJFORX8C7KH3QB1UUC5JY8M2DF59	A4Y8HWKCF1U6G	neutral
3MNJFORX8C7KH3QB1UUC5JY8M2DF59	A39HQTITNY9TVJ	angry
3MNJFORX8C7KH3QB1UUC5JY8M2DF59	A2QCMRCU1HVE7P	happy
3SZYX62S5H372AB5JBW0HRLROEU75X	AJ43O59MBI55L	fear
3SZYX62S5H372AB5JBW0HRLROEU75X	AA7BTDZQNHW5	surprise
3SZYX62S5H372AB5JBW0HRLROEU75X	AE03LUY7RH400	neutral
33NOQL7T9P29920D04VMKVOH0X7Z8I	A39HQTITNY9TVJ	sad
33NOQL7T9P29920D04VMKVOH0X7Z8I	A30ENTLELXJH32	sad
33NOQL7T9P29920D04VMKVOH0X7Z8I	A1G0W1P43RTBKK	neutral
3DIIW4IV8QYMVBO1OXHN3O5M2YA4IK	AE03LUY7RH400	neutral
3DIIW4IV8QYMVBO1OXHN3O5M2YA4IK	A1H5Q9HRH4RPZU	neutral
3DIIW4IV8QYMVBO1OXHN3O5M2YA4IK	A30ENTLELXJH32	neutral
379OL9DBSTH9IH9I9AZH6KAQE9LY9F	A30VOAZX8XTNGW	angry
379OL9DBSTH9IH9I9AZH6KAQE9LY9F	A39HQTITNY9TVJ	neutral
379OL9DBSTH9IH9I9AZH6KAQE9LY9F	A1T02KY1E9YI3I	neutral
324N5FAHSYECVJX48W3MPUKC7MVVKX	A39HQTITNY9TVJ	sad
324N5FAHSYECVJX48W3MPUKC7MVVKX	A26OPH28YZPNP3	fear
324N5FAHSYECVJX48W3MPUKC7MVVKX	A2LJUWMRB0FGWS	fear
356TQKY9XG0QPSU7H933TBVIQ4V78Z	A1T02KY1E9YI3I	angry
356TQKY9XG0QPSU7H933TBVIQ4V78Z	A2RGDYBSWA09Q	fear
356TQKY9XG0QPSU7H933TBVIQ4V78Z	A30VOAZX8XTNGW	angry
39O6Z4JLX30IFJWB7FIBFOSE3VAXVO	A2LHJN7Y7A7J2F	disgust
39O6Z4JLX30IFJWB7FIBFOSE3VAXVO	A2LJUWMRB0FGWS	neutral
39O6Z4JLX30IFJWB7FIBFOSE3VAXVO	APEB5ERGCYP6D	neutral
3R16PJFTS4UD16EPO02ZG4KZU2Z4KV	A39HQTITNY9TVJ	neutral
3R16PJFTS4UD16EPO02ZG4KZU2Z4KV	A2RV6QX6SN4YIC	neutral
3R16PJFTS4UD16EPO02ZG4KZU2Z4KV	ASY5AZCZEM04L	neutral
3OZ4VAIBEYIHKZRMQB3AOFKZSXVVJY	A24A69YAB0UI36	fear
3OZ4VAIBEYIHKZRMQB3AOFKZSXVVJY	A3NLLGZF608INY	angry
3OZ4VAIBEYIHKZRMQB3AOFKZSXVVJY	A1O4W7F05T6HY0	neutral
3E6L1VR4XXPG07QP6D4HXPC8IXOF6P	A1ZGOZQF2VZ0X9	happy
3E6L1VR4XXPG07QP6D4HXPC8IXOF6P	A39HQTITNY9TVJ	happy
3E6L1VR4XXPG07QP6D4HXPC8IXOF6P	A2LJUWMRB0FGWS	surprise
3R5OYNIC2DCYTIQVGT8FKTIQ4BLPTC	A1O4W7F05T6HY0	happy
3R5OYNIC2DCYTIQVGT8FKTIQ4BLPTC	A2LJUWMRB0FGWS	happy
3R5OYNIC2DCYTIQVGT8FKTIQ4BLPTC	A1IZXYBZFZAPAQ	neutral
3L55D8AUFB0BGFGLLU988ABYKUOYCW	A681XM15AN28F	sad
3L55D8AUFB0BGFGLLU988ABYKUOYCW	A323JR6EQT5Q71	sad
3L55D8AUFB0BGFGLLU988ABYKUOYCW	A1HTXEKQWZ2BIL	neutral
33KMQD9OFKHMPEPO74BXFBZNFKP77C	AYY9WMJIAPYQT	happy
33KMQD9OFKHMPEPO74BXFBZNFKP77C	A3G8NSPRF986WP	happy
33KMQD9OFKHMPEPO74BXFBZNFKP77C	A2LJUWMRB0FGWS	happy
371QPA24C3RVCQ7TVRXPJX0S1VG1TL	AJ43O59MBI55L	happy
371QPA24C3RVCQ7TVRXPJX0S1VG1TL	APEB5ERGCYP6D	happy
371QPA24C3RVCQ7TVRXPJX0S1VG1TL	A1HDYTLK36Y0G5	happy
3EKZL9T8Y9PPUKQWBU5KMAGVUYCCHC	A1JVUD5XUB9H48	neutral
3EKZL9T8Y9PPUKQWBU5KMAGVUYCCHC	A2P8VR6J0Q7GXS	neutral
3EKZL9T8Y9PPUKQWBU5KMAGVUYCCHC	AYY9WMJIAPYQT	angry
3HUR21WDDVSZJDRGCQ5VMNW8LCCXYX	A2LJUWMRB0FGWS	happy
3HUR21WDDVSZJDRGCQ5VMNW8LCCXYX	A16GH5GPKBX5GA	surprise
3HUR21WDDVSZJDRGCQ5VMNW8LCCXYX	A681XM15AN28F	disgust
3EGKVCRQFXVS6AOF7UDDXQ5G29OYBP	A1JVUD5XUB9H48	disgust
3EGKVCRQFXVS6AOF7UDDXQ5G29OYBP	A26OPH28YZPNP3	happy
3EGKVCRQFXVS6AOF7UDDXQ5G29OYBP	A2P8VR6J0Q7GXS	neutral
3X2YVV51PV7N47BNQW206H7R5PY1WB	A39HQTITNY9TVJ	fear
3X2YVV51PV7N47BNQW206H7R5PY1WB	AYY9WMJIAPYQT	surprise
3X2YVV51PV7N47BNQW206H7R5PY1WB	A2LHJN7Y7A7J2F	surprise
3N2YPY1GI7199J5UCASJRZ77NPZVED	AYY9WMJIAPYQT	angry
3N2YPY1GI7199J5UCASJRZ77NPZVED	A2P8VR6J0Q7GXS	surprise
3N2YPY1GI7199J5UCASJRZ77NPZVED	A2QCMRCU1HVE7P	disgust
3EQVJH0T41O6G1S7XG0ABKGZIKCHT0	A1JVUD5XUB9H48	happy
3EQVJH0T41O6G1S7XG0ABKGZIKCHT0	AJ43O59MBI55L	happy
3EQVJH0T41O6G1S7XG0ABKGZIKCHT0	A4Y8HWKCF1U6G	happy
3W1K7D6QSCKSB0YK3GFWBXEI83SZBH	A3NLLGZF608INY	sad
3W1K7D6QSCKSB0YK3GFWBXEI83SZBH	A681XM15AN28F	sad
3W1K7D6QSCKSB0YK3GFWBXEI83SZBH	AYY9WMJIAPYQT	sad
3P7QK0GJ3UOYNNYOKNMLA4BEEXFZ2F	A1JVUD5XUB9H48	happy
3P7QK0GJ3UOYNNYOKNMLA4BEEXFZ2F	A2RV6QX6SN4YIC	angry
3P7QK0GJ3UOYNNYOKNMLA4BEEXFZ2F	A3NLLGZF608INY	angry
3KLL7H3EGE4LTTWW2B0PC24KF5SHVG	AISFU4P55HYEH	happy
3KLL7H3EGE4LTTWW2B0PC24KF5SHVG	A2RV6QX6SN4YIC	happy
3KLL7H3EGE4LTTWW2B0PC24KF5SHVG	A1T02KY1E9YI3I	happy
3JHB4BPSFLC09FIWI0INTY7OF059QO	A2P8VR6J0Q7GXS	disgust
3JHB4BPSFLC09FIWI0INTY7OF059QO	AYY9WMJIAPYQT	neutral
3JHB4BPSFLC09FIWI0INTY7OF059QO	A681XM15AN28F	fear
3QREJ3J43409ZELAUS1G2LMAGOUKL4	AE03LUY7RH400	neutral
3QREJ3J43409ZELAUS1G2LMAGOUKL4	A3T5UAYFKJBVTA	neutral
3QREJ3J43409ZELAUS1G2LMAGOUKL4	A107V1K6AZNU90	neutral
3XH7ZM9YX3X0LGXWVF7NYOHTBM79RP	AYY9WMJIAPYQT	happy
3XH7ZM9YX3X0LGXWVF7NYOHTBM79RP	A1H5Q9HRH4RPZU	happy
3XH7ZM9YX3X0LGXWVF7NYOHTBM79RP	A2P8VR6J0Q7GXS	happy
32W3UF2EZPOVI821WNL1SL7RPTQ4CI	A681XM15AN28F	sad
32W3UF2EZPOVI821WNL1SL7RPTQ4CI	AXQWKUJF7SQXP	sad
32W3UF2EZPOVI821WNL1SL7RPTQ4CI	A16GH5GPKBX5GA	sad
3X878VYTIFLZ474UPN9933C4D88F7O	A681XM15AN28F	fear
3X878VYTIFLZ474UPN9933C4D88F7O	AE03LUY7RH400	angry
3X878VYTIFLZ474UPN9933C4D88F7O	A1JVUD5XUB9H48	disgust
3XD2A6FGFOXCMVX9A47SOYMPXOQ9SD	A1H5Q9HRH4RPZU	happy
3XD2A6FGFOXCMVX9A47SOYMPXOQ9SD	A30VOAZX8XTNGW	happy
3XD2A6FGFOXCMVX9A47SOYMPXOQ9SD	AJ43O59MBI55L	happy
3A9LA2FRWTHDXI1R2Q170N15VG0HXJ	A30ENTLELXJH32	angry
3A9LA2FRWTHDXI1R2Q170N15VG0HXJ	A1HTXEKQWZ2BIL	angry
3A9LA2FRWTHDXI1R2Q170N15VG0HXJ	A30VOAZX8XTNGW	angry
3SBNLSTU6V8LQXW4HC626N2IBO4ZDO	A30VOAZX8XTNGW	angry
3SBNLSTU6V8LQXW4HC626N2IBO4ZDO	A2QCMRCU1HVE7P	angry
3SBNLSTU6V8LQXW4HC626N2IBO4ZDO	A17LA7KM9S0SCS	angry
3EHVO81VN6O57HGYVXG05EX4Q1L1HB	A299FHNBBCOGDT	happy
3EHVO81VN6O57HGYVXG05EX4Q1L1HB	A3P2O37EDC1H9V	neutral
3EHVO81VN6O57HGYVXG05EX4Q1L1HB	AYY9WMJIAPYQT	happy
3IKDQS3DQF3PQF1GHCN5MMHAUBRCI5	A2LJUWMRB0FGWS	sad
3IKDQS3DQF3PQF1GHCN5MMHAUBRCI5	A1P5FJPAEO3RP7	sad
3IKDQS3DQF3PQF1GHCN5MMHAUBRCI5	APEB5ERGCYP6D	sad
3PZDSVZ3J6KE9CZSLDUF8W13OX44N0	A3FHW88B3A9O0W	angry
3PZDSVZ3J6KE9CZSLDUF8W13OX44N0	A3NLLGZF608INY	sad
3PZDSVZ3J6KE9CZSLDUF8W13OX44N0	A3PK95JULG0QGW	fear
3MGHRFQY2MSRMNL59EGOD99XB5RY03	A3NLLGZF608INY	neutral
3MGHRFQY2MSRMNL59EGOD99XB5RY03	A2QCMRCU1HVE7P	happy
3MGHRFQY2MSRMNL59EGOD99XB5RY03	A1JVUD5XUB9H48	happy
33KGGVH24VK2T7GD01YM80LYER41X4	A2RGDYBSWA09Q	fear
33KGGVH24VK2T7GD01YM80LYER41X4	A1QR2AQ7I9R950	sad
33KGGVH24VK2T7GD01YM80LYER41X4	A3P2O37EDC1H9V	sad
3RDTX9JRTZ4Q3XDHM19HT7QTAAD79O	A39HQTITNY9TVJ	surprise
3RDTX9JRTZ4Q3XDHM19HT7QTAAD79O	AE03LUY7RH400	happy
3RDTX9JRTZ4Q3XDHM19HT7QTAAD79O	AXQWKUJF7SQXP	happy
3KWGG5KP6K5BMYR72RLXEFORBKBCML	A26OPH28YZPNP3	sad
3KWGG5KP6K5BMYR72RLXEFORBKBCML	A2QCMRCU1HVE7P	neutral
3KWGG5KP6K5BMYR72RLXEFORBKBCML	AA7BTDZQNHW5	angry
31J7RYECZMT7TDZOMIVYX6QB7IU1LI	A681XM15AN28F	fear
31J7RYECZMT7TDZOMIVYX6QB7IU1LI	A2QCMRCU1HVE7P	disgust
31J7RYECZMT7TDZOMIVYX6QB7IU1LI	A30VOAZX8XTNGW	angry
3W31J70BATZGWAR4HF8HZ2WNMFGCKG	A39HQTITNY9TVJ	sad
3W31J70BATZGWAR4HF8HZ2WNMFGCKG	A1P5FJPAEO3RP7	sad
3W31J70BATZGWAR4HF8HZ2WNMFGCKG	A3P2O37EDC1H9V	angry
33N1S8XHHNORY2GS1JM75L19MR21Z1	A3PK95JULG0QGW	neutral
33N1S8XHHNORY2GS1JM75L19MR21Z1	A2QCMRCU1HVE7P	angry
33N1S8XHHNORY2GS1JM75L19MR21Z1	A24A69YAB0UI36	angry
359AP8GAGHNS1VKKYLJ8VXR1GVG7C5	A2P8VR6J0Q7GXS	disgust
359AP8GAGHNS1VKKYLJ8VXR1GVG7C5	A681XM15AN28F	sad
359AP8GAGHNS1VKKYLJ8VXR1GVG7C5	A39HQTITNY9TVJ	sad
3SR6AEG6W6W2XNR17MN9J18EXMUHYP	A2RV6QX6SN4YIC	happy
3SR6AEG6W6W2XNR17MN9J18EXMUHYP	A1T02KY1E9YI3I	happy
3SR6AEG6W6W2XNR17MN9J18EXMUHYP	A4Y8HWKCF1U6G	happy
3CZH926SIDHAF6MFSERWI97UA534EB	A1O4W7F05T6HY0	neutral
3CZH926SIDHAF6MFSERWI97UA534EB	APEB5ERGCYP6D	neutral
3CZH926SIDHAF6MFSERWI97UA534EB	A3PK95JULG0QGW	sad
3L21G7IH48ZRTC6N5XKORES7GXY1YA	A24A69YAB0UI36	happy
3L21G7IH48ZRTC6N5XKORES7GXY1YA	A681XM15AN28F	happy
3L21G7IH48ZRTC6N5XKORES7GXY1YA	A2QCMRCU1HVE7P	happy
3UUSLRKAUM626NQYYHEJF39J1VS7D5	AE03LUY7RH400	angry
3UUSLRKAUM626NQYYHEJF39J1VS7D5	A3P2O37EDC1H9V	sad
3UUSLRKAUM626NQYYHEJF39J1VS7D5	A39HQTITNY9TVJ	neutral
302OLP89D0AAKXII5OVS5OTRH3MCA1	AE03LUY7RH400	neutral
302OLP89D0AAKXII5OVS5OTRH3MCA1	A61LR9E9L004M	sad
302OLP89D0AAKXII5OVS5OTRH3MCA1	A107V1K6AZNU90	neutral
3YD0MU1NC3448GNME7NHP21DGSV7A3	APEB5ERGCYP6D	sad
3YD0MU1NC3448GNME7NHP21DGSV7A3	ASY5AZCZEM04L	sad
3YD0MU1NC3448GNME7NHP21DGSV7A3	AE03LUY7RH400	sad
3SBX2M1TKEQZC9CK15MWCQW8T8R4QN	A39HQTITNY9TVJ	neutral
3SBX2M1TKEQZC9CK15MWCQW8T8R4QN	AE03LUY7RH400	neutral
3SBX2M1TKEQZC9CK15MWCQW8T8R4QN	A61LR9E9L004M	neutral
36BTXXLZ2WBZOARKEKBWHG6DPUT4RO	A4Y8HWKCF1U6G	surprise
36BTXXLZ2WBZOARKEKBWHG6DPUT4RO	A1JVUD5XUB9H48	disgust
36BTXXLZ2WBZOARKEKBWHG6DPUT4RO	A26OPH28YZPNP3	disgust
3Z33IC0JC1PSENED4ZCXZL6WWSK9VI	AYY9WMJIAPYQT	angry
3Z33IC0JC1PSENED4ZCXZL6WWSK9VI	A26OPH28YZPNP3	happy
3Z33IC0JC1PSENED4ZCXZL6WWSK9VI	A1O4W7F05T6HY0	sad
3U18MJKL1VPH4GC7ES0XRUDRGALCNL	A681XM15AN28F	happy
3U18MJKL1VPH4GC7ES0XRUDRGALCNL	A24A69YAB0UI36	happy
3U18MJKL1VPH4GC7ES0XRUDRGALCNL	A2JAMNGL6SDAHQ	neutral
367O8HRHKHBBPPRXT9B17QB9BWC4SC	AXQWKUJF7SQXP	sad
367O8HRHKHBBPPRXT9B17QB9BWC4SC	APEB5ERGCYP6D	neutral
367O8HRHKHBBPPRXT9B17QB9BWC4SC	A3P0BZT74A33SN	neutral
3BFNCI9LYLT4OVO15S872UN7AI3737	A30VOAZX8XTNGW	happy
3BFNCI9LYLT4OVO15S872UN7AI3737	A2P8VR6J0Q7GXS	happy
3BFNCI9LYLT4OVO15S872UN7AI3737	AVTI7X2H3RKPE	happy
3FCO4VKOZ5G7YT4YUCP3LLR417T7EY	A681XM15AN28F	neutral
3FCO4VKOZ5G7YT4YUCP3LLR417T7EY	A1ZGOZQF2VZ0X9	neutral
3FCO4VKOZ5G7YT4YUCP3LLR417T7EY	AXQWKUJF7SQXP	happy
3JVP4ZJHDQV5WN605WULRLF9LMUI0I	A30ENTLELXJH32	happy
3JVP4ZJHDQV5WN605WULRLF9LMUI0I	A1T02KY1E9YI3I	neutral
3JVP4ZJHDQV5WN605WULRLF9LMUI0I	A39HQTITNY9TVJ	neutral
3UQVX1UPFTK1L2SYGT9T458SWQX20R	A681XM15AN28F	sad
3UQVX1UPFTK1L2SYGT9T458SWQX20R	A2P8VR6J0Q7GXS	disgust
3UQVX1UPFTK1L2SYGT9T458SWQX20R	AE03LUY7RH400	fear
3IZVJEBJ6BNM5OHP7PYO0HSQU2HZ6W	A39HQTITNY9TVJ	angry
3IZVJEBJ6BNM5OHP7PYO0HSQU2HZ6W	A26OPH28YZPNP3	sad
3IZVJEBJ6BNM5OHP7PYO0HSQU2HZ6W	A30VOAZX8XTNGW	angry
3MIVREZQVI1KQB1NMX9CJ7L4QUHKQT	AJ43O59MBI55L	disgust
3MIVREZQVI1KQB1NMX9CJ7L4QUHKQT	A2QCMRCU1HVE7P	disgust
3MIVREZQVI1KQB1NMX9CJ7L4QUHKQT	A30ENTLELXJH32	disgust
30IRMPJWD0MK2CGNZCYCOXV9MGJKRU	A17PYKQUQH830K	neutral
30IRMPJWD0MK2CGNZCYCOXV9MGJKRU	AE03LUY7RH400	happy
30IRMPJWD0MK2CGNZCYCOXV9MGJKRU	A681XM15AN28F	sad
3ZQA3IO31CUFZY2LZABQPNU52NZ1OZ	A2RV6QX6SN4YIC	angry
3ZQA3IO31CUFZY2LZABQPNU52NZ1OZ	A3P0BZT74A33SN	angry
3ZQA3IO31CUFZY2LZABQPNU52NZ1OZ	AYY9WMJIAPYQT	angry
3RKHNXPHGXZCI48436THT8ITTFNKUY	A3P2O37EDC1H9V	neutral
3RKHNXPHGXZCI48436THT8ITTFNKUY	A24A69YAB0UI36	neutral
3RKHNXPHGXZCI48436THT8ITTFNKUY	APEB5ERGCYP6D	neutral
3IH9TRB0FC253CRI1FYL5QYJQE0I1L	A2RV6QX6SN4YIC	angry
3IH9TRB0FC253CRI1FYL5QYJQE0I1L	A3P2O37EDC1H9V	neutral
3IH9TRB0FC253CRI1FYL5QYJQE0I1L	A16GH5GPKBX5GA	surprise
30EV7DWJTWYM0Y7KB3W5MAJOO8DY64	A30ENTLELXJH32	neutral
30EV7DWJTWYM0Y7KB3W5MAJOO8DY64	A1DX7MP76A0RZK	neutral
30EV7DWJTWYM0Y7KB3W5MAJOO8DY64	A39HQTITNY9TVJ	neutral
31D0ZWOD0B2QQ5N2T828ANRQ8EPA06	A1T02KY1E9YI3I	neutral
31D0ZWOD0B2QQ5N2T828ANRQ8EPA06	A2RV6QX6SN4YIC	sad
31D0ZWOD0B2QQ5N2T828ANRQ8EPA06	A1O4W7F05T6HY0	neutral
3S1L4CQSFY8HN92SWQLTDUEUEGEFAF	A681XM15AN28F	sad
3S1L4CQSFY8HN92SWQLTDUEUEGEFAF	AYY9WMJIAPYQT	neutral
3S1L4CQSFY8HN92SWQLTDUEUEGEFAF	A2RV6QX6SN4YIC	neutral
30EMX9PEVLMW3RG0E1YHE7058I2KSI	A4Y8HWKCF1U6G	sad
30EMX9PEVLMW3RG0E1YHE7058I2KSI	A24A69YAB0UI36	happy
30EMX9PEVLMW3RG0E1YHE7058I2KSI	APEB5ERGCYP6D	neutral
3WJGKMRWVJC8I4LUPYMUVP1X26JCD3	AJ43O59MBI55L	sad
3WJGKMRWVJC8I4LUPYMUVP1X26JCD3	APEB5ERGCYP6D	sad
3WJGKMRWVJC8I4LUPYMUVP1X26JCD3	AWWH403H35YT5	disgust
3ZTE0JGGCFVZM1CJF70A6JDW6KQCO0	A3FHW88B3A9O0W	sad
3ZTE0JGGCFVZM1CJF70A6JDW6KQCO0	A24A69YAB0UI36	sad
3ZTE0JGGCFVZM1CJF70A6JDW6KQCO0	A3T5UAYFKJBVTA	sad
3W9XHF7WGLYXIRTF3137OCWRA1GKT7	A1ZGOZQF2VZ0X9	sad
3W9XHF7WGLYXIRTF3137OCWRA1GKT7	A61LR9E9L004M	sad
3W9XHF7WGLYXIRTF3137OCWRA1GKT7	A29AML7RI4I0NT	sad
3DWNFENNE4YIQM876F2NFPKMFDZ4JW	A39HQTITNY9TVJ	neutral
3DWNFENNE4YIQM876F2NFPKMFDZ4JW	A2QCMRCU1HVE7P	happy
3DWNFENNE4YIQM876F2NFPKMFDZ4JW	A323JR6EQT5Q71	happy
3EQPA8A375ZYTJWWR8SD9LXVG81ZJ2	AISFU4P55HYEH	happy
3EQPA8A375ZYTJWWR8SD9LXVG81ZJ2	APEB5ERGCYP6D	happy
3EQPA8A375ZYTJWWR8SD9LXVG81ZJ2	A2JJ3531QBNT5K	happy
379OL9DBSTH9IH9I9AZH6KAQE9M9YR	A1T02KY1E9YI3I	happy
379OL9DBSTH9IH9I9AZH6KAQE9M9YR	A323JR6EQT5Q71	happy
379OL9DBSTH9IH9I9AZH6KAQE9M9YR	A2LHJN7Y7A7J2F	surprise
324N5FAHSYECVJX48W3MPUKC7MWKVN	A3NLLGZF608INY	sad
324N5FAHSYECVJX48W3MPUKC7MWKVN	A30VOAZX8XTNGW	neutral
324N5FAHSYECVJX48W3MPUKC7MWKVN	A16GH5GPKBX5GA	neutral
3E9VAUV7BXHNN0JN1GDH2FLAKR3YAU	A3P2O37EDC1H9V	angry
3E9VAUV7BXHNN0JN1GDH2FLAKR3YAU	A61LR9E9L004M	neutral
3E9VAUV7BXHNN0JN1GDH2FLAKR3YAU	A3T5UAYFKJBVTA	disgust
3XDJY5RK5TOR42J1IE61MRTXWTX4US	A681XM15AN28F	fear
3XDJY5RK5TOR42J1IE61MRTXWTX4US	A2LHJN7Y7A7J2F	neutral
3XDJY5RK5TOR42J1IE61MRTXWTX4US	A3P2O37EDC1H9V	neutral
3X878VYTIFLZ474UPN9933C4D887FG	A2LJUWMRB0FGWS	neutral
3X878VYTIFLZ474UPN9933C4D887FG	A681XM15AN28F	sad
3X878VYTIFLZ474UPN9933C4D887FG	AJ43O59MBI55L	sad
3ZXV7Q5FJCR5GOZQG4HKJP4IEJZFCH	AE03LUY7RH400	fear
3ZXV7Q5FJCR5GOZQG4HKJP4IEJZFCH	A1JVUD5XUB9H48	neutral
3ZXV7Q5FJCR5GOZQG4HKJP4IEJZFCH	A39VVWV1GHLMFD	sad
3WUVMVA7OC6NSQTSX2F0GMUCQL7ZAM	A3P2O37EDC1H9V	neutral
3WUVMVA7OC6NSQTSX2F0GMUCQL7ZAM	A2RV6QX6SN4YIC	neutral
3WUVMVA7OC6NSQTSX2F0GMUCQL7ZAM	A2LHJN7Y7A7J2F	surprise
38XPGNCKHU3RHH81N4G6IDVGA064VH	APEB5ERGCYP6D	neutral
38XPGNCKHU3RHH81N4G6IDVGA064VH	A1P5FJPAEO3RP7	angry
38XPGNCKHU3RHH81N4G6IDVGA064VH	AXQWKUJF7SQXP	angry
3MA5N0ATTDEPA8X9Y68IBW3QEVYKWX	A3PK95JULG0QGW	angry
3MA5N0ATTDEPA8X9Y68IBW3QEVYKWX	A4Y8HWKCF1U6G	angry
3MA5N0ATTDEPA8X9Y68IBW3QEVYKWX	A2RV6QX6SN4YIC	angry
3B6F54KMR3FUXQUE6RSZ9S46ZC21SW	A1T02KY1E9YI3I	happy
3B6F54KMR3FUXQUE6RSZ9S46ZC21SW	A24A69YAB0UI36	happy
3B6F54KMR3FUXQUE6RSZ9S46ZC21SW	A39HQTITNY9TVJ	happy
3PUOXASB5869N7JN5W10KRJSK3Q9ZI	APEB5ERGCYP6D	neutral
3PUOXASB5869N7JN5W10KRJSK3Q9ZI	A2JJ3531QBNT5K	sad
3PUOXASB5869N7JN5W10KRJSK3Q9ZI	A1JVUD5XUB9H48	disgust
3GVPRXWRPIXJEY6KQVFU60PWT007I7	APEB5ERGCYP6D	neutral
3GVPRXWRPIXJEY6KQVFU60PWT007I7	AJ43O59MBI55L	angry
3GVPRXWRPIXJEY6KQVFU60PWT007I7	A61LR9E9L004M	neutral
3S37Y8CWI934W686DEL24FEUH984WR	A3P2O37EDC1H9V	happy
3S37Y8CWI934W686DEL24FEUH984WR	A2JJ3531QBNT5K	neutral
3S37Y8CWI934W686DEL24FEUH984WR	A2RV6QX6SN4YIC	happy
3BDORL6HKLG2JE4Z7ZHE0EI1H7ACR9	A3PK95JULG0QGW	happy
3BDORL6HKLG2JE4Z7ZHE0EI1H7ACR9	A3P2O37EDC1H9V	neutral
3BDORL6HKLG2JE4Z7ZHE0EI1H7ACR9	A1T02KY1E9YI3I	sad
32CAVSKPCFSAC3MIVWNZOTMUK9N1UC	A2RV6QX6SN4YIC	sad
32CAVSKPCFSAC3MIVWNZOTMUK9N1UC	APEB5ERGCYP6D	sad
32CAVSKPCFSAC3MIVWNZOTMUK9N1UC	A681XM15AN28F	sad
3ZXNP4Z39SOL4ZEQBYC7YGHOA4U7LL	A39HQTITNY9TVJ	angry
3ZXNP4Z39SOL4ZEQBYC7YGHOA4U7LL	A1ITF1O2NFDPCP	angry
3ZXNP4Z39SOL4ZEQBYC7YGHOA4U7LL	A1T02KY1E9YI3I	angry
3XEIP58NL1Q4O9KWUT4QP0ANKX6ZL4	A17PYKQUQH830K	angry
3XEIP58NL1Q4O9KWUT4QP0ANKX6ZL4	A2JJ3531QBNT5K	angry
3XEIP58NL1Q4O9KWUT4QP0ANKX6ZL4	A1O4W7F05T6HY0	angry
391FPZIE4DPLGE7WXLQKGG211YJHUR	A681XM15AN28F	surprise
391FPZIE4DPLGE7WXLQKGG211YJHUR	A2RV6QX6SN4YIC	sad
